@relation training_data

@attribute text string
@attribute emotion {positive,neutral,negative}

@data
' Second of all she is laughing hysterically because she had to put her dog on doggie drugs because the dog learned how to open the window to get out and seems to be jewish because she likes the temple down the road ',positive
' Third she starts asking why I have only posted pics, so my dear sister, this is for you ',neutral
' I figure I have a couple extra bucks so I budget a certain amount ',neutral
' I almost bought this cool shiney glass "tumbler up" thingy ',neutral
' Ok, the alignment was out on her BMW when she bought it and it wiped out the tires ',neutral
' I tend to think not ',neutral
' I called the mechanic and inquired about it ',neutral
' On that car, it won\'t affect alignment ',neutral
' She started questioning my credentials because she drives a school bus for a living and knows what a safe vehicle is. Bitch ',negative
' Bitch ',negative
' I got her less than $500.00 back ',neutral
' Bitch ',negative
' I made lunch for a luncheon at work yesterday ',neutral
' They saw what I meant when they started eating it ',neutral
' As far as i can tell, it was a success ',positive
' They all complimented on it ',positive
' Killin me he is. He\'s a great guy and I want to marry him for his kitchen, he liked that one, hahaha ',positive
' Well, what can I say, he has a great kitchen, and the best cooking stuff, he doesn\'t even cook ',neutral
' He\'s a great guy and I think the world of him ',positive
' I need to figure what i\'m going to throw out so I can move that desk from the middle of the dining room to one of the 2 rooms upstairs I occupy ',neutral
' Our emotions are a gift from God ',neutral
' By listening to our emotions and asking ourselves why we are feeling a particular emotion we can discover an unmet need or a need that has been satisfied ',neutral
' For instance, if I feel sad because I have not seen my family in a long time my need for connection has not been met ',negative
' On the otherhand, if I feel happy because I have spent time with my family then my need for connection has been met ',positive
' How many times have we felt angry and as a result insulted, judged, criticized, blamed or physically hurt someone ',negative
' We live in a society that has encourages us to stuff our emotions and a society that is by the most part feelings illiterate ',negative
' So, what can we do ',neutral
' We can become conscious of what is going on inside us ',neutral
' Marshall Rosenberg, author of Nonviolent Communication, has a four-step process for communication that incorporates identifying our feelings and needs into the model ',neutral
' Rosenberg also calls this four step process "giraffe language. ',neutral
' The heart is about 3 feet long and 3 inches thick all around ',neutral
' By stating our feelings and needs to others we avoid blaming and criticizing them ',negative
' We can then go on to making a request instead of a demand to help ourselves satisfy our now recognized need ',neutral
' When others are angry or upset with us we can also use this technique on them ',negative
' If we are not correct they will correct us and we will be closer to identifying the need they have and finding a way to resolve the situation ',neutral
' We can make a list of these feelings and be on the look out for them ',neutral
' For instance, if we feel furious it may be better to take a one hour timeout and calm down ',negative
' Then when we are calm, focus on sharing our feelings and needs with others ',neutral
' Many times in the past we have reacted like a lion when we feel angry or frustrated with others or ourselves ',negative
' For more information on Nonviolent Communication click here ',neutral
' - Had one hell of a good vanila milkshake at Hard Rock Cafe, lets just say it was a  satisfying  moment ',positive
' - Rome was fun with my best friend hanz, we managed to run out of money by the end and had mcDs for dinner at Florenc ',positive
' - Yoga at Ibiza was AWESOME, didn\'t want to leave ',positive
' It was sun, beach, tan, great veg ',positive
' meals, beautiful sunset, and I manage to pull off the yoga glow by the end of it ',positive
' - Felt sick eating crappy canteen food, but now back into the bad diet of coffee, shift work, and eating Shwaba on edgware rd ',negative
' - Sis was coming for a visit in Nov, mom and dad decided to come along, so now abit stress booking hotels and restaurants, will be depressed when they all leav ',negative
' - Help out with a conference at Bouremouth, with the Conservative party, had the  privelage  of taking of THe Mr. Cameron and his whole entourage ',neutral
' - going on training next week can\'t wait to get pissed with all the graduate ',negative
' Sorry for the rather crappy update, will try to do a proper one later ',negative
' YAY!! ',positive
' - might be going to hskp as assistance exec hskper (it will be a 9-5, occational weekends) really hope they pick me, i had enough of guest these days ',neutral
' don\'t know what the point in that title is for but neh >> I ve been sick today and on the verge of tears._.; I don\'t know why ',negative
' I talked to Misha earlier on MSN for the first time since I added her and yeah, it was fun I guess ',positive
' I haven\'t been quite in my head, Dad woke me up early because he brought breakfast home, and then I went back to bed ',neutral
' I called Dad a few minutes ago on my cell and they were at her house so I guess she was out of the hospital ',neutral
' I don\'t know why, i\'m just drained of energy and want to cry constantly and for somereason I don\'t know why ',negative
' neh ',neutral
' I don\'t know what happened to my happiness, I woke up feeling down and miserable and infact it\'s worse ',negative
' i\'m losing enjoyment out of things I love to do and thats never a good sign ',negative
